id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
673326697221233792,Rental unit in València · ★4.36 · 1 bedroom · 1 bed · 1 shared bath,230818256,Juan,CAMINS AL GRAU,LA CREU DEL GRAU,39.46343925365336,-0.34641098231077194,Private room,36,2,42,2023-11-09,2.45,1,178,25,
673547307851012197,Vacation home in València · ★4.57 · 1 bedroom · 2 beds · 1 bath,470107993,Jose Ignacio,QUATRE CARRERES,EN CORTS,39.45821812958454,-0.37094597301636556,Entire home/apt,103,1,7,2023-06-25,0.43,2,361,2,AT-44184-V
673701250658006782,Rental unit in València · ★3.86 · 2 bedrooms · 2 beds · 2 baths,83066665,SingularStays,CIUTAT VELLA,SANT FRANCESC,39.46816,-0.37954,Entire home/apt,150,1,7,2023-02-26,0.44,106,338,1,VT-42646-V
673780774053309393,Rental unit in València · 1 bedroom · 5 beds · 1 bath,465324815,Elodie,ALGIROS,CIUTAT JARDI,39.47288,-0.34761,Entire home/apt,300,3,0,,,26,365,0,
673825724803580617,Rental unit in València · ★4.0 · 1 bedroom · 1 bed · 1 bath,449080161,Sturm Real Estate,L'EIXAMPLE,RUSSAFA,39.46138,-0.37237,Entire home/apt,99,1,7,2023-09-13,0.42,2,103,6,VT49060V
673944913543212382,Rental unit in València · 1 bedroom · 2 beds · 1 bath,470107993,Jose Ignacio,QUATRE CARRERES,EN CORTS,39.45729,-0.37188,Entire home/apt,103,1,1,2022-08-04,0.06,2,361,0,VT-44654-AT
674234822921819341,Rental unit in València · ★4.83 · 2 bedrooms · 2 beds · 2 baths,456098333,Claudio,EL PLA DEL REAL,MESTALLA,39.47236,-0.36117,Entire home/apt,200,30,6,2023-10-12,0.38,12,268,4,
674283756620379011,Boutique hotel in València · 45 bedrooms · 68 beds · 46 baths,470311790,Dd,L'EIXAMPLE,EL PLA DEL REMEI,39.4661134,-0.3725867,Private room,120,1,0,,,1,0,0,
674438861825345758,Rental unit in València · 1 bedroom · 1 bed · 1 shared bath,49191131,Jens,POBLATS MARITIMS,LA MALVA-ROSA,39.48052,-0.32954,Private room,17,60,1,2023-10-01,0.37,2,143,1,
674452795578154048,Home in València · ★5.0 · 2 bedrooms · 3 beds · 1 private bath,201702438,Alberto,JESUS,LA RAIOSA,39.457618,-0.388843,Private room,132,1,5,2023-07-01,0.33,2,239,1,
674527677879248530,Rental unit in València · ★4.89 · 3 bedrooms · 4 beds · 1.5 baths,3861967,Svetlana,L'EIXAMPLE,RUSSAFA,39.46025,-0.37573,Entire home/apt,90,10,9,2022-09-29,0.53,1,90,0,
674574625128709516,Rental unit in València · ★3.83 · 2 bedrooms · 1 bed · 2 baths,14318588,Nadia,L'EIXAMPLE,LA GRAN VIA,39.46394,-0.36428,Entire home/apt,129,7,6,2023-03-01,0.36,2,89,1,
674618862395715802,Rental unit in València · ★5.0 · 1 bedroom · 1 bed · 1 bath,15778317,B,CAMINS AL GRAU,ALBORS,39.46987,-0.35441,Entire home/apt,90,5,16,2023-11-01,1.08,3,47,12,
674665357535101357,casa particular in València · 1 bedroom · 1 bed · 1 private bath,17166540,Jorge,L'OLIVERETA,SOTERNES,39.4698724,-0.4145243,Private room,55,8,0,,,1,342,0,
674780679775096134,Rental unit in València · ★4.63 · 2 bedrooms · 2 beds · 1 bath,470461296,Marcos,EL PLA DEL REAL,MESTALLA,39.47088,-0.35649,Entire home/apt,97,3,60,2023-11-27,3.61,1,96,45,TX249984
674938867045217998,Loft in València · ★4.70 · 1 bedroom · 2 beds · 1 bath,439630774,Manuela,LA SAIDIA,TORMOS,39.48772,-0.37968,Entire home/apt,52,2,76,2023-12-04,4.44,16,0,52,VT-50719-V
674994446475988185,Condo in València · 1 bedroom · 1 bed · 1 shared bath,243174170,José Antonio,POBLATS MARITIMS,LA MALVA-ROSA,39.47999394687198,-0.32853037118911743,Private room,45,1,2,2022-08-18,0.12,1,365,0,
675055858015770528,Condo in València · ★3.94 · 2 bedrooms · 3 beds · 1 bath,448606664,Freyder,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47467,-0.32966,Entire home/apt,100,2,18,2023-03-06,1.07,1,86,1,
675156879828657424,Home in València · ★4.53 · 1 bedroom · 1 bed · 1 private bath,178009159,Sergii,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4631,-0.32956,Private room,55,1,83,2023-12-10,4.83,9,78,50,
675163464693591904,Rental unit in València · 4 bedrooms · 4 beds · 2 baths,465324815,Elodie,CAMINS AL GRAU,AIORA,39.46626,-0.34785,Entire home/apt,249,6,1,2022-07-23,0.06,26,365,0,
675326008570718228,Rental unit in València · ★4.33 · 1 bedroom · 2 beds · 1 bath,397082623,Giuseppe,CIUTAT VELLA,EL PILAR,39.47517714606343,-0.38228166206421504,Entire home/apt,95,3,3,2023-06-12,0.18,2,353,2,
675375957185520725,Rental unit in València · ★4.79 · 2 bedrooms · 3 beds · 1 bath,130885446,Maria Veronica,LA SAIDIA,MORVEDRE,39.483958361489044,-0.3734593838453293,Entire home/apt,113,3,29,2023-11-26,1.74,5,68,20,
675446601725407545,Rental unit in València · ★4.80 · 1 bedroom · 2 beds · 1 private bath,147114185,Leandro,CIUTAT VELLA,LA SEU,39.47876,-0.37557,Private room,25,1,50,2023-12-04,2.99,2,8,43,
675737236602736970,Rental unit in València · ★4.92 · 2 bedrooms · 3 beds · 1 bath,57153547,Juan,ALGIROS,L'AMISTAT,39.47457,-0.34992,Entire home/apt,233,31,13,2023-11-13,0.80,1,254,8,VT-36774-V
675821330698620822,Loft in València · ★4.96 · 2 bedrooms · 2 beds · 1 bath,146367933,Eva,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4650383543551,-0.3314824774861336,Entire home/apt,133,2,124,2023-12-17,7.40,2,0,89,
675829095507329068,Rental unit in València · ★5.0 · 2 bedrooms · 3 beds · 1 bath,3982112,Torques,LA SAIDIA,TRINITAT,39.485196559382395,-0.36826997995376587,Entire home/apt,91,5,10,2023-10-01,1.83,3,144,10,
675895963421795128,Rental unit in València · ★4.83 · 3 bedrooms · 3 beds · 1 bath,114887059,Isidoro,POBLATS MARITIMS,LA MALVA-ROSA,39.479453,-0.3271767,Entire home/apt,139,2,12,2023-08-31,0.72,1,238,10,
675998856814048965,Rental unit in València · ★3.85 · 4 bedrooms · 4 beds · 2 baths,12044109,Invalencia Flats,ALGIROS,L'AMISTAT,39.47312,-0.3497,Entire home/apt,145,4,20,2023-09-14,1.20,25,311,10,
676150677923968249,Rental unit in València · 4 bedrooms · 4 beds · 1 bath,465324815,Elodie,ALGIROS,CIUTAT JARDI,39.47078,-0.34819,Entire home/apt,120,6,0,,,26,355,0,
676474744416039692,Rental unit in València · 1 bedroom · 2 beds · 1 shared bath,465324815,Elodie,CIUTAT VELLA,EL PILAR,39.47443,-0.38172,Private room,29,10,1,2022-08-22,0.06,26,365,0,
676504800177528860,Bed and breakfast in Valencia · ★4.70 · 1 bedroom · 2 beds · 1 shared bath,455490837,Marisa,EXTRAMURS,ARRANCAPINS,39.4696996,-0.3850146,Private room,57,1,10,2023-11-04,0.76,5,163,8,VT- 41523- V
676524094708144491,Rental unit in València · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,163432294,Ana,PATRAIX,VARA DE QUART,39.462011461779774,-0.399540513753891,Entire home/apt,83,3,13,2023-12-04,0.90,1,0,11,
676550190511835179,Rental unit in València · ★4.85 · 1 bedroom · 2 beds · 1 bath,129996041,Marcos,EXTRAMURS,EL BOTANIC,39.4745456,-0.3850805,Entire home/apt,73,4,20,2023-10-13,1.19,6,92,11,VT-51110-V
676634212782488648,Rental unit in València · 1 bedroom · 1 bed · 1.5 shared baths,99656509,M Jesús,POBLATS MARITIMS,EL GRAU,39.45775,-0.33406,Private room,50,1,0,,,2,339,0,
676761634666217740,Rental unit in València · ★4.80 · 1 bedroom · 1 bed · 1 private bath,158108193,Rosario,CIUTAT VELLA,LA XEREA,39.4745,-0.36982,Private room,500,2,5,2022-10-17,0.30,1,90,0,
676774885678726074,Rental unit in València · ★4.78 · 1 bedroom · 1 shared bath,44588525,Fran And Danijel,PATRAIX,PATRAIX,39.458794997635174,-0.39011590900935345,Private room,31,3,41,2023-12-03,2.46,2,273,30,
677177731646372909,casa particular in València · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,200642590,Soledad,EL PLA DEL REAL,EXPOSICIO,39.474190660380735,-0.3603908530606046,Private room,28,1,3,2023-12-09,0.33,1,92,3,
677219414631204238,Condo in València · ★4.82 · 1 bedroom · 2 beds · 1 bath,468938209,Jose Luis,CIUTAT VELLA,SANT FRANCESC,39.4703369140625,-0.37249574065208435,Entire home/apt,109,2,17,2023-12-04,1.23,1,72,13,
678121705374715673,Condo in El Perellonet · ★4.40 · 2 bedrooms · 4 beds · 2 baths,471270178,Nerea,POBLATS DEL SUD,EL PERELLONET,39.27978,-0.27845,Entire home/apt,98,2,10,2023-08-06,0.65,1,89,7,
678143668764427050,Rental unit in València · ★4.84 · 2 bedrooms · 3 beds · 1 bath,399678021,Pere,L'EIXAMPLE,RUSSAFA,39.45887,-0.37828,Entire home/apt,80,3,25,2023-12-04,1.53,2,332,20,
678220863185160335,Condo in València · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,199498648,Gideon,BENICALAP,BENICALAP,39.49557,-0.39117,Private room,50,1,8,2023-04-09,0.49,1,261,1,
678708416549947662,Rental unit in València · ★5.0 · 3 bedrooms · 5 beds · 2 baths,123160301,Place Your Place,EXTRAMURS,LA ROQUETA,39.46781319999999,-0.3787576,Entire home/apt,115,28,3,2023-09-16,0.45,48,142,3,
678741318265355497,Rental unit in València · ★4.75 · 1 bedroom · 3 beds · 1 bath,470515056,Loca,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46778,-0.32919,Entire home/apt,,4,4,2022-09-03,0.24,1,0,0,
678819839758702024,Rental unit in València · ★4.27 · 3 bedrooms · 4 beds · 2 baths,471449769,Belén,QUATRE CARRERES,MONT-OLIVET,39.45789,-0.36471,Entire home/apt,150,2,15,2023-12-04,0.91,1,170,8,
678936055970161732,casa particular in València · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,54202036,Ignacio,CIUTAT VELLA,SANT FRANCESC,39.46980691503577,-0.37730826355641045,Private room,195,1,3,2023-05-16,0.32,1,179,3,
679051271839857144,Vacation home in València · 4 bedrooms · 4 beds · 2 baths,92831712,Vicente,POBLATS DEL SUD,EL PERELLONET,39.28679717871482,-0.28221205563038054,Entire home/apt,220,3,1,2022-08-15,0.06,1,0,0,
679398030165407970,Vacation home in Burjasot · ★4.86 · 3 bedrooms · 3 beds · 1 bath,458345892,Alyra,POBLATS DE L'OEST,BENIMAMET,39.50165,-0.41323,Entire home/apt,70,5,7,2023-08-18,0.43,2,57,4,
679404212221806426,Rental unit in València · 2 bedrooms · 2 beds · 1 bath,471604804,Suzana,LA SAIDIA,MORVEDRE,39.4846204,-0.3770704,Entire home/apt,,4,0,,,1,0,0,VT-49753-V
679444637257555570,Condo in València · ★4.79 · 2 bedrooms · 4 beds · 1 bath,471615094,Jaap,L'EIXAMPLE,RUSSAFA,39.45878,-0.37257,Entire home/apt,150,3,14,2023-09-03,0.92,1,104,7,
679712637172378114,Condo in València · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,471701155,Diana,CAMINS AL GRAU,AIORA,39.46777280000001,-0.346526995770271,Private room,50,2,44,2023-11-26,2.76,1,0,28,
680168417185412979,Condo in València · ★4.11 · 1 bedroom · 1 bed · 1 shared bath,471805354,Fabian,L'OLIVERETA,NOU MOLES,39.4712302,-0.3970027,Private room,24,1,9,2023-05-21,0.53,1,107,5,
680190940846439626,Rental unit in València · ★4.40 · 2 bedrooms · 2 beds · 2 baths,306708710,Pilar,CAMINS AL GRAU,AIORA,39.46442,-0.34484,Entire home/apt,99,3,5,2023-10-23,0.30,10,155,3,
680794710801479315,Condo in València · ★4.92 · 2 bedrooms · 2 beds · 1 private bath,465677354,Krystyna,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.455635099343105,-0.3569672843851705,Private room,83,2,12,2023-11-26,0.72,1,7,6,
680867602535960387,Rental unit in València · ★4.67 · 1 bedroom · 1 bed · 1 bath,471985164,Jorge,CIUTAT VELLA,EL MERCAT,39.47439,-0.37801,Entire home/apt,67,4,48,2023-12-04,2.92,1,0,39,VT-38017V.
680945954828260248,Rental unit in València · ★4.37 · 1 bedroom · 1 bed · 1 shared bath,259050835,Rocio,EXTRAMURS,LA PETXINA,39.47129,-0.39051,Private room,30,2,19,2023-12-03,1.14,2,349,13,
680956269387686383,Condo in València · ★4.45 · 3 bedrooms · 3 beds · 2 baths,220008540,Isabel,EXTRAMURS,LA ROQUETA,39.4669677,-0.3783358,Entire home/apt,135,4,38,2023-12-04,2.30,2,7,25,
681016935839604717,Rental unit in València · ★4.80 · 3 bedrooms · 5 beds · 2 baths,472024553,Julio,QUATRE CARRERES,MONT-OLIVET,39.45827,-0.36225,Entire home/apt,208,3,70,2023-12-09,4.26,1,0,54,VT-51434-V
681457681664888313,Rental unit in València · 1 bedroom · 1 bed · 1 shared bath,429053880,Gustavo,BENIMACLET,BENIMACLET,39.48774,-0.36227,Private room,35,1,0,,,4,276,0,
681583456879808273,Rental unit in València · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,112548088,Solene,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46613,-0.32758,Private room,,2,6,2023-10-26,0.85,3,0,6,
681651649810366567,Rental unit in València · ★4.38 · 2 bedrooms · 3 beds · 1 bath,134221412,VLC Host,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4636862,-0.3312668,Entire home/apt,76,1,24,2023-11-12,1.45,37,233,17,VT-31727-V
681746089780169924,Rental unit in València · ★4.58 · 1 bedroom · 1 bed · 1 shared bath,248555965,Francisco,QUATRE CARRERES,LA PUNTA,39.44616,-0.3356,Private room,21,1,24,2023-11-26,1.45,1,244,17,
681771355951015960,Rental unit in València · ★3.79 · 1 bedroom · 1 bed · 1 shared bath,26906716,Niall,JESUS,LA RAIOSA,39.45591,-0.38815,Private room,25,2,14,2023-09-30,0.87,4,82,6,6826122V
681801883684983783,Rental unit in València · ★4.67 · 3 bedrooms · 4 beds · 1.5 baths,169695535,Alberto,CIUTAT VELLA,SANT FRANCESC,39.469724729041644,-0.3795483335852623,Entire home/apt,174,2,3,2022-08-21,0.18,1,83,0,
681826437591069510,Rental unit in València · ★4.36 · 2 bedrooms · 3 beds · 1 bath,134221412,VLC Host,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4636862,-0.3312668,Entire home/apt,94,1,22,2023-10-30,1.32,37,168,16,
681950189965341549,Condo in València · ★4.33 · 1 bedroom · 1 bed · 1 bath,148765479,Edgar,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4686057028179,-0.3308088377719069,Entire home/apt,100,3,6,2023-08-27,0.36,1,170,3,
682031226873308724,Rental unit in València · 4 bedrooms · 4 beds · 2 baths,465324815,Elodie,ALGIROS,L'AMISTAT,39.47311,-0.34887,Entire home/apt,360,3,0,,,26,365,0,
682326643696349409,Condo in València · ★5.0 · 1 bedroom · 1 bed · 3 baths,472327197,Carlos,L'EIXAMPLE,RUSSAFA,39.46385,-0.37508,Private room,72,1,45,2023-12-03,2.69,1,364,25,
682352990348241463,Loft in València · ★4.86 · 1 bedroom · 1 bed · 1 bath,425885631,Luis Manuel,CIUTAT VELLA,EL MERCAT,39.471406,-0.3784811,Entire home/apt,89,2,36,2023-11-25,2.20,4,355,31,
682396509477086265,Home in València · ★4.33 · 2 bedrooms · 1 bed · 1.5 baths,2052489,Shellie,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46784,-0.3301,Entire home/apt,60,1,3,2022-09-04,0.18,1,308,0,
682457729777531350,Vacation home in València · ★4.14 · 1 bedroom · 1 bed · 1 bath,472357754,Pues Si Pues Si,POBLATS MARITIMS,EL GRAU,39.4600091,-0.3387874,Entire home/apt,82,1,6,2023-10-26,0.38,9,0,4,VT-51465-V
682470811157430934,Condo in València · ★4.53 · 2 bedrooms · 3 beds · 1.5 baths,471847704,Julia,POBLATS MARITIMS,EL GRAU,39.459697368836494,-0.33507042485352523,Entire home/apt,58,2,53,2023-12-09,3.17,2,347,37,
682536264324709618,Rental unit in València · 2 bedrooms · 2 beds · 1 bath,472357754,Pues Si Pues Si,POBLATS MARITIMS,EL GRAU,39.4600091,-0.3387874,Entire home/apt,78,1,1,2023-08-24,0.25,9,0,1,VT-51465-V
682580162804510436,Condo in València · ★4.70 · 1 bedroom · 2 beds · 1 bath,332583481,Italo,BENICALAP,BENICALAP,39.49155501521163,-0.39990156137694965,Entire home/apt,72,3,10,2023-12-04,2.40,2,308,10,
682616439848371806,Vacation home in València · 4 bedrooms · 5 beds · 2 baths,48422225,Marta,POBLATS DEL SUD,EL PERELLONET,39.28806846901899,-0.2811716322631841,Entire home/apt,,2,1,2022-09-14,0.06,1,0,0,
682701355958727202,Rental unit in València · ★4.55 · 2 bedrooms · 3 beds · 1 bath,134221412,VLC Host,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46317,-0.33008,Entire home/apt,87,1,38,2023-11-21,2.28,37,181,26,
683071059091290206,Loft in València · ★4.76 · Studio · 1 bed · 1 bath,18463780,Permafrost,CIUTAT VELLA,LA SEU,39.47588,-0.37512,Entire home/apt,83,2,84,2023-11-22,5.01,28,0,63,
683725273675860757,Home in València · ★4.65 · 3 bedrooms · 3 beds · 2 baths,401181298,Igor,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46939,-0.32972,Entire home/apt,210,1,26,2023-10-28,1.58,2,324,18,VT-51705-V
683764919730645309,Rental unit in València · ★5.0 · 5 bedrooms · 5 beds · 2 baths,5946580,Nahuel,CAMINS AL GRAU,AIORA,39.46804,-0.34794,Entire home/apt,120,5,7,2023-08-29,0.42,31,124,5,
683893744195961270,Condo in València · ★4.85 · 1 bedroom · 1 bed · 1 bath,418786134,Zena,CIUTAT VELLA,EL CARME,39.4778299791253,-0.3770652785897255,Entire home/apt,113,3,26,2023-10-26,1.58,2,118,12,VT-42341-V
683901100607393315,Rental unit in València · ★4.50 · 1 bedroom · 1 bed · 1 bath,472175542,Agustín Y,CIUTAT VELLA,SANT FRANCESC,39.47126,-0.3735,Entire home/apt,82,1,10,2023-09-21,0.69,3,317,9,VT-45350-V
684425080545541800,Home in València · ★4.92 · 1 bedroom · 2 beds · 1 bath,472847175,Verónica,POBLATS MARITIMS,NATZARET,39.45026,-0.33521,Entire home/apt,100,3,24,2023-12-04,1.44,1,179,14,
684536779530527381,Rental unit in València · ★4.56 · 2 bedrooms · 2 beds · 1 bath,472871129,Javier,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4688981,-0.3286587,Entire home/apt,115,3,34,2023-12-04,2.16,1,0,27,
684610561203711654,Rental unit in València · ★4.56 · 1 bedroom · 1 bed · 1 bath,429238313,Carolina,QUATRE CARRERES,MONT-OLIVET,39.45928,-0.36254,Entire home/apt,94,14,16,2023-09-05,0.99,6,202,10,
684626951363327701,Rental unit in València · ★4.21 · 1 bedroom · 1 bed · 1 bath,429238313,Carolina,QUATRE CARRERES,MONT-OLIVET,39.45941,-0.36092,Entire home/apt,69,14,18,2023-12-05,1.09,6,0,9,
684642283990047462,Rental unit in València · ★4.0 · 2 bedrooms · 2 beds · 2 baths,472903313,Kai Phillip,POBLATS MARITIMS,LA MALVA-ROSA,39.4799333,-0.3289402,Entire home/apt,,4,8,2023-01-01,0.51,1,0,1,
685154544599919429,casa particular in València · 1 bedroom · 1 bed · 1.5 shared baths,473041367,Cesar Alejandro,RASCANYA,ELS ORRIOLS,39.49242,-0.37239,Private room,25,1,0,,,1,0,0,
685251284463377188,Rental unit in València · ★4.72 · 3 bedrooms · 2 beds · 1 bath,144257916,Angelina,BENICALAP,BENICALAP,39.49509,-0.39685,Entire home/apt,60,4,29,2023-11-27,1.76,1,58,28,
685257832100824751,Rental unit in València · ★4.33 · 1 bedroom · 2 beds · 1 bath,275775652,Isabel,CIUTAT VELLA,SANT FRANCESC,39.47119,-0.37359,Entire home/apt,159,3,3,2022-11-18,0.18,4,83,0,
685316228227118219,Rental unit in València · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,2552803,Francisco,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46649,-0.33302,Private room,45,1,9,2023-10-23,0.55,2,308,8,
685320446253008295,Condo in València · ★4.40 · 1 bedroom · 1 bed · 1.5 shared baths,473080380,Gurdip,CAMINS AL GRAU,CAMI FONDO,39.46627793834979,-0.3562013804912567,Private room,56,2,29,2023-10-22,1.74,1,0,16,
685334934198815832,Rental unit in València · ★4.50 · 1 bedroom · 1 bed · 1 bath,473086385,Lucia,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46572,-0.32914,Entire home/apt,89,1,14,2023-11-16,0.86,1,290,6,
685385849229623353,Home in València · ★4.86 · 3 bedrooms · 5 beds · 2 baths,473103391,Elena,QUATRE CARRERES,MONT-OLIVET,39.45969395646752,-0.36350637674331665,Entire home/apt,277,2,13,2023-12-08,0.79,1,0,9,
685432271576839369,Rental unit in València · ★4.83 · 5 bedrooms · 5 beds · 2 baths,5946580,Nahuel,ALGIROS,LA CARRASCA,39.47573,-0.34524,Entire home/apt,150,5,6,2023-08-28,0.36,31,139,4,
685437391830115441,Rental unit in València · 3 bedrooms · 3 beds · 1 bath,5946580,Nahuel,ALGIROS,CIUTAT JARDI,39.47453902894065,-0.3465784574566669,Entire home/apt,200,7,0,,,31,139,0,
685448430025008999,Rental unit in València · ★4.94 · 1 bedroom · 2 beds · 1 bath,463833594,Joan,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.464121,-0.323367,Entire home/apt,113,1,47,2023-12-03,3.33,1,207,35,VT50824V
685623626172357415,Rental unit in València · 1 bedroom · 1 bed · 1 shared bath,465324815,Elodie,L'EIXAMPLE,RUSSAFA,39.46035,-0.37341,Private room,40,12,0,,,26,286,0,
685967679851089553,Rental unit in València · ★4.67 · 1 bedroom · 1 bed · 1.5 shared baths,423891851,Gabriela,RASCANYA,TORREFIEL,39.49741,-0.37455,Private room,30,1,6,2023-09-10,0.40,2,365,3,
686071305830682216,Vacation home in València · ★4.69 · 1 bedroom · 2 beds · 1 bath,473275067,Salvador,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47416,-0.32797,Entire home/apt,93,1,37,2023-12-11,2.39,2,0,29,VT-51152-V
686089477172378038,Vacation home in València · ★4.69 · 1 bedroom · 2 beds · 2 baths,473275067,Salvador,POBLATS MARITIMS,LA MALVA-ROSA,39.47531,-0.32836,Entire home/apt,93,1,35,2023-11-15,2.29,2,0,29,VT-51154-V
686256688164212326,Rental unit in València · ★4.39 · 3 bedrooms · 4 beds · 1 bath,473337368,Amparo,CIUTAT VELLA,EL MERCAT,39.47426,-0.37727,Entire home/apt,163,3,38,2023-12-04,2.31,1,300,25,
686647958927045135,Loft in València · ★4.86 · 1 bedroom · 1 bed · 1 bath,406900253,Maria,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47031,-0.32794,Entire home/apt,87,2,41,2023-12-09,2.57,1,0,31,
686726336571716961,casa particular in València · ★4.44 · 1 bedroom · 1 bed · 1.5 shared baths,288636653,Karoline,BENICALAP,BENICALAP,39.4905,-0.38599,Private room,45,3,16,2023-10-22,1.03,6,356,11,
686786056947007280,Rental unit in València · ★5.0 · 1 bedroom · 1 bed · 1 bath,2691118,Susana,CIUTAT VELLA,EL PILAR,39.4715157,-0.3812672,Entire home/apt,157,3,13,2023-06-05,1.27,1,129,13,
686879620262998844,casa particular in València · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,473454610,Anna,POBLATS MARITIMS,LA MALVA-ROSA,39.480567922427184,-0.32849416136741644,Private room,,2,19,2023-07-23,1.25,1,0,11,Y9115112l
687453549418923152,Condo in València · ★4.58 · 1 bedroom · 1 bed · 1.5 shared baths,455460052,Jolly,QUATRE CARRERES,MALILLA,39.449419929230544,-0.37290986627340317,Private room,15,3,12,2023-10-02,0.81,3,174,6,
688032299199724898,Rental unit in València · ★4.0 · 2 bedrooms · 3 beds · 2 baths,5946580,Nahuel,CIUTAT VELLA,EL CARME,39.47715,-0.38196,Entire home/apt,175,5,3,2023-08-09,0.21,31,170,2,
688197689018563037,Rental unit in València · ★4.71 · 1 bedroom · 1 bed · 1.5 shared baths,468399301,Andres,BENICALAP,BENICALAP,39.49231888824998,-0.38859106600284576,Private room,25,1,34,2023-12-04,2.07,1,0,24,
688410284121842818,Rental unit in València · ★4.81 · 2 bedrooms · 2 beds · 2 baths,473827580,Juan José,JESUS,LA RAIOSA,39.45642787069512,-0.38530368357896805,Entire home/apt,88,2,77,2023-12-10,4.70,1,265,61,
688437646791343504,Rental unit in València · 1 bedroom · 1 bed · 1 private bath,465324815,Elodie,L'EIXAMPLE,RUSSAFA,39.4608,-0.37066,Private room,69,7,0,,,26,365,0,
688449163926902095,Rental unit in València · ★4.14 · 1 bedroom · 2 beds · 1 bath,275775652,Isabel,CIUTAT VELLA,SANT FRANCESC,39.46964,-0.37233,Entire home/apt,150,3,7,2022-12-05,0.45,4,77,0,
688557039486774763,Condo in València · ★4.93 · 2 bedrooms · 2 beds · 1 shared bath,106656542,Marcela,ALGIROS,L'AMISTAT,39.47233,-0.35162,Private room,111,7,14,2023-07-03,0.85,1,23,6,
688861105375029064,Rental unit in Valencia · ★4.22 · 3 bedrooms · 6 beds · 1.5 baths,97229818,Travel Habitat,CIUTAT VELLA,LA XEREA,39.473288447431,-0.3729869682312,Entire home/apt,169,1,36,2023-12-05,2.18,39,354,23,
689023823006634646,Rental unit in València · ★4.40 · 1 bedroom · 1 bed · 2 shared baths,473971869,Paulina,L'OLIVERETA,TRES FORQUES,39.465964823853156,-0.40000908539731944,Private room,36,1,10,2023-06-17,0.62,2,292,7,
689462108777551290,Rental unit in Valencia · ★3.50 · 2 bedrooms · 2 beds · 1 bath,12044109,Invalencia Flats,EXTRAMURS,EL BOTANIC,39.48078,-0.38339,Entire home/apt,130,3,4,2023-06-26,0.29,25,351,2,
689492583211325215,Rental unit in València · 1 bedroom · 1 bed · 1.5 shared baths,468759749,Denice,ALGIROS,CIUTAT JARDI,39.471,-0.3456,Private room,25,1,1,2022-08-13,0.06,5,163,0,
689498188238502268,Rental unit in València · 1 bedroom · 1 bed · 1.5 shared baths,468759749,Denice,ALGIROS,CIUTAT JARDI,39.47277,-0.34708,Private room,25,1,2,2022-09-25,0.13,5,162,0,
689766995081590341,Rental unit in València · ★4.63 · 2 bedrooms · 2 beds · 2 baths,146318846,Xavier,L'OLIVERETA,NOU MOLES,39.46829,-0.39584,Entire home/apt,66,30,8,2023-11-29,0.53,1,243,7,
690261631938532869,Vacation home in València · ★4.71 · 1 bedroom · 2 beds · 1 bath,474277585,Promociones Y Construcciones,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47379,-0.32976,Entire home/apt,95,1,35,2023-11-20,2.36,1,365,31,VT-51149-V
690277940920659120,Condo in Valencia · ★5.0 · 1 bedroom · 1 bed · 1 bath,465692074,Ute Residencial Universitaria,CAMINS AL GRAU,ALBORS,39.46674,-0.35076,Entire home/apt,45,28,3,2023-08-20,0.20,11,91,2,
690359994617639290,casa particular in València · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,449508298,José René,CAMINS AL GRAU,AIORA,39.46449,-0.34357,Private room,46,1,20,2023-08-10,1.28,1,352,17,
